Company Name,Job Title,Job Description,Rating,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Competitors,min_salary,max_salary,avg_salary,state,age
RTI International,Senior Research Analytical Scientist-Non-Targeted Analysis,rti intern seek senior researchanalyt scientist experi conduct non target analysi includ data process report propos lead complex researchproject ideal would build sustain research program andprovid non target analyt support environment biolog samplesfor current discoveri scienc project includ nation toxicologyprogram ntp nation park servic np environment protectionag epa other discoveri scienc team activ insupport project year provid key chemistri otherchem character research analysi servic exampl ourscientist perform broad array chemic analys includ high throughputscreeninganalyticalmethod developmentchemicalcharacterizationdoseformul develop dose analysisbiosampleanalysisstabilitymeasurementspharmacokineticstudiesin role expect developand lead multidisciplinari research team primari responsibilitiesinclud limit researchand servic propos develop public privat sector clientsexpansionof rti non target analyt capabilitiesexpansionof rti scientif statur includ peer review manuscript andpresent nation intern conferencesdevelopmentof rti staff membersleadingstrateg transdisciplinari propos includ epidemiolog environmentalmonitor health equiti disast recoveri intern developmentstudiesqualif ph chemistri environment scienc relat disciplin year relat post graduat profession experienceastrong track record peer review publicationsademonstr abil propos lead complex projectsademonstr experi develop retain staff strongverb interperson written commun skillsademonstr understand instrument softwar tool need tocollect process interpret non target analyt dataa demonstr track record thoughtleadership extern fund support li bm,4.3,"Research Triangle Park, NC",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",43.0,88.0,65.5, NC,62
DICK,Data Scientist,descriptionth core data scienc team dick sport good seek data scientist support product team within technolog organ team build end end machin learn solut drive busi valu part organ exampl project team current work demand forecast search algorithm optim suppli chain optim visual search look divers teammat strong technic skill also passion learn deploy latest machin learn algorithm ideal candid knowledg base forecast optim role play machin learn applic analysesappli machin learn data mine techniqu extract action insight larg scale high dimension data build end end algorithm solut focu improv custom experi store websit compil data dispar data sourc leverag qualit quantit data build holist view custom experi commun present complex analys model level leadership across organ client liaisonwork varieti busi unit throughout organ help translat requir specif analyt deliver continu improv advanc commun collabor amongst variou analyt team busi unit traininglead support formal inform train team member variou tool use team member within analyt team client team qualificationseducationmast degre prefer statist comput scienc oper research engin mathemat econom quantit fieldsaddit experi consid lieu advanc degre experi technologyon three year experiencestatist machin learn applic python practic experi sql sql like languag creat visual present non technic user bonu pointspubl top confer journalsexperi appli machin learn techniqu retail environmentexperi kubernet base system kubeflowexperi follow time seri forecast optimizationexperi deep learn framework tensorflow pytorch,3.8,"Coraopolis, PA",10000+ employees,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",61.0,109.0,85.0, PA,72
AstraZeneca,Principal Data Scientist,astrazeneca constantli push boundari scienc deliv life chang medicin patient passion discoveri pipelin show pioneer innov research explor novel pathway across key therapeut area includ oncolog respiratori inflamm autoimmun cardiovascular metabol diseas infect vaccin industri lead immunolog protein engin translat scienc offer uniqu strong collabor network togeth explor synergi small larg molecul astrazeneca dynam environ foster collabor innov attract top mind nurtur build top talent join astrazeneca feel sens ownership futur thrive recogn leader industri astrazeneca agil fast move emerg industri leader oncolog nimbl organ valu smart risk taker astrazeneca appli creativ approach scienc forefront strong rich pipelin cut edg medicin join passion profession advanc scienc technolog medicin develop product design help peopl live better live excel environ character respect integr growth opportun oncolog pipelineour robust pipelin includ investig therapi vari stage clinic develop recent approv product earlier stage molecul clinic trial aspir transform live cancer patient work elimin cancer caus death futur princip data scientist oncologyth machin learn ai team astrazeneca oncolog data scienc group develop appli sophist algorithm techniqu solv hardest problem oncolog drug discoveri develop team use scientif quantit problem solv skill work broad rang challeng across whole oncolog portfolio work collabor scientist across rang disciplin scope defin deliv project advanc state art data scienc acceler deliveri innov medicin patient note posit fill either gaithersburg maryland waltham massachusettsa princip data scientist play key role front line rapidli grow team work extract insight complex biomed data develop leadership skill appli develop expertis rigor quantit data scienc provid solut varieti data scienc problem research recommend deliv novel methodolog solv problem matter oncolog pipelin exampl project team work includ develop machin learn model digit biomark patient risk stratif clinic trial new algorithm surviv analysi approach quantit analys wearabl data link medic imag data omic longitudin outcom identifi valid new drug target much typic accountabilitiesfor princip data scientist addit account develop novel data scienc machin learn solut shelf methodolog fit lead small person data scienc project defin scope coach mentor junior data scientist other drive develop data scienc az capabl educ qualif skill experienceessenti princip data scientistmsc degre rigor quantit scienc mathemat comput scienc engin extens hand experi appli data scienc tool practic practic softwar develop skill standard data scienc tool python extens knowledg mathemat model statist model techniqu drive continu learn develop skillsoutstand commun busi analysi consultancydesirablephd degre rigor quantit scienc mathemat comput scienc engin experi within pharmaceut industri depth experi work global organ complex geograph context,3.9,"Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",113.0,182.0,147.5, MD,107
TRANZACT,Director Data Science,look director drive data scienc analyt group forward join group curiou smart technic mind yet busi savvi data scientist look make differ compani design build data decis capabl ground director data scienc passion use data insight drive busi strategi develop data product success candid manag junior data scientist help build team would also work identifi priorit initi deliv valu intern stakehold ideal candid would experi manag data scienc team manag stakehold work cross function person would real world experi data trench data scientist expect person passion lead team strong analyt skill strong desir make impact grow data scienc practic becom domain expert area tranzact busi retent call center effect etc contribut advanc area thought leadership find new improv way us use data product oper busi strategi mentor develop motiv junior data scientist analyst facilit data driven decis make priorit initi develop strong cross function partnership busi technolog stakehold lead new project initi start understand busi need execut present influenc stakehold act subject matter expert thing data work build data scienc team growwhat achiev competit advantag data driven market full manag custom experi constantli refin technolog strategi industri leader deliv best result top insur brand america lip servic either consist award partner year brand like aflac humana work also featur dr oz show forb vox name want peopl fit within real cultur want divers programm writer design data scientist strategist made introvert extrovert suit rebel corpor type anti corpor type environ everi person feel full potenti limit abil conceiv make happen compani grew entrepreneuri root big compani resourc get amaz thing done look ba bs quantit field comput scienc engin mathemat statist etc year experi data scienc ideal relat market busi oper custom retent experi manag mentor data scientist experi conduct analys drive busi impact abil commun find clearli deep understand current busi profici python sql excel data visual tool tableau power bi etc abil manag multipl project deadlin experi commun strategi result differ audienc abil work cross function influenc other lifelong learner excit learn new data scienc technolog appli technolog busi abil object follow fact cut nois creat stori data thrive fast pace environ constantli changingwhat medic dental vision paid time holiday bonu opportun frequent offic event outing employe develop program confer train reimburs work remot flexibl join grow excit team make big impact busi tranzact willi tower watson compani equal opportun affirm action employ voluntarili compli law regul relat employ without regard race color religion sex nation origin marit statu sexual orient age statu protect veteran individu disabl ancestri gender gender ident express protect group statu non job relat characterist protect applic human right equal opportun legisl compani valu divers requir law must record certain inform use part affirm action program extend invit advis respons data use period govern report remain confidenti within human resourc depart respons use sole help us compli govern record keep report legal requir,3.6,"Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,124.0,199.0,161.5, NJ,31
Carilion Clinic,Data Engineer,job summaryb best organ equip whose peopl unit make live better carilion clinic help commun stay healthi region grow stronger compassion care medic educ research neighborhood outreach part team expect profession stabil strong technolog resourc advanc potenti region leader base roanok va award win commun base network hospit primari specialti physician practic affili prestigi academ medic institut explor join region leader enhanc abil learn grow succeed minimum qualificationseduc bachelor degre comput scienc inform system health care busi equival experi requir master degre prefer experi minimum year relev experi requir minimum year work enterpris data sourc etl tool ibm datastag informatica prefer financi healthcar knowledg experi support technic servic deliveri relationship experi translat busi need design specif experi manag project test qualiti control experi metadata manag experi data profil data qualiti analysi experi work coordin data manag environ cdme prefer experi facilit requir definit meet session use structur approach joint applic develop jad experi ibm infospher ibm data model plu profici dimension databas cube columnar data structur profici microsoft offic applic offic project visio sharepoint licensur certif registr maintain applic vendor certif need valid va driver licens prefer certif itil cbap cbip cdmp dgsp pmp minimum qualif strong listen skill strong verbal written commun skill demonstr proper busi use grammar punctuat strong present skill clearli convey inform idea concept instruct varieti audienc meet manag skill includ agenda facilit minut time manag negoti skill resolv conflict build cooper valuesbelow core valu strive embodi expect team member commun work unison serv commun carilion famili love one courag right patient without question commit unwav quest except qualiti servic compass put heart everyth curios foster creativ innov pursuit excel intern,3.7,"Roanoke, VA",10000+ employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,58.0,104.0,81.0, VA,121
United BioSource,Sr Data Analyst - IT,posit summaryth senior data analyst drive pharma client analyt solut unit biosourc corpor ubc support mani world largest pharmaceut compani improv patient live support drug safeti program help manag new clinic studi respons build continu improv tableau dashboard offer busi partner monitor analyz busi perform provid target dashboard recommend oper improv serv subject matter expert sme busi data system process team area support write edit sql code ensur data pull optim requir qualif bs technic field bi analyt data scienc comput scienc etc advanc sql skill advanc dashboard design skill includ year experi dashboard toolset tableau qlik domo birst etc year data analysi experi excel commun present abil excel project manag skill highli self motiv prefer qualif ms data relat field bi analyt data scienc etc expert level sql skill expert level tableau skill advanc skill healthcar ideal pharma experi minim travel requir li sf,2.1,"Blue Bell, PA",1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",52.0,93.0,72.5, PA,17
Figure Eight,Senior Data Engineer,usfigur eight essenti human loop machin learn platform data scienc machin learn team figur eight platform transform unstructur text imag audio video data custom high qualiti train data make ai work real world figur eight technolog expertis support wide rang use case includ autonom vehicl intellig person assist medic imag label consum product identif content categor custom support ticket classif social data insight crm data enrich product categor search relev headquart san francisco back canva ventur triniti ventur industri ventur microsoft ventur salesforc ventur figur eight serv fortun fast grow data driven organ across wide varieti industri inform visit www figur eight com rolefigur eight user rang engin data scientist subject matter expert creat train data machin learn work import problem technolog today human ai collabor solv import sometim complic task member core team design build improv tool use mani wide known tech compani larg scale machin learn initi activ today may includ collect manag train data ai model evalu perform machin learn model use data build infrastructur manag data pipelin specif work gener annot api consist autom human driven annot tool imag video text audio data platform combin human input eg bound box object machin learn input eg automat object track video maximum effici effect cross function team collabor member product machin learn dev op backend engin team work consist implement new featur servic maintain infrastructur migrat exist servic soa microservic base architectur youll mentor less experienc develop constantli work improv skill qualiti code base build pleas visit www figur eight com overviewth ideal candid enjoy think work enterpris level data manag system look compani epicent rapidli develop machin learn industri driven hunger learn develop skill passion work project contribut meaning develop technolog human whole care best practic choos tool work judici deliber strong analyt skill unwav commit qualiti open mind collabor work ethic cut edg code skill respons opportun build maintain low latenc high scalabl data pipelin servic human loop machin learn workflow platform build maintain adapt servic ingest data wide varieti stream batch base sourc build maintain servic throttl backpressur schema manag normal implement qa test strategi promot best practic write maintain code particip select tool set develop standard figur eight abil readi develop excel work relationship divers team peer across organ engin qa devop product design et al compet year softwar develop experi cloud base multi tier enterpris applic system year manag data platform engin use enterpris servic bu messag base architectur kafka redi rabbitmq similar year product environ level experi rubi rail applic develop hand experi develop microservic success build product use soa hand experi event sourc function program pattern hand experi aw git docker gradl jenkin jira confluenc nice compet familiar batch process workflow tool airflow luigi celeri othersprior product experi python java scala familiar basic machin learn concept figur eight offer attract total compens packag includ outstand benefit stock option learn cultur http www figur eight com compani career,3.9,"San Francisco, CA",51 to 200 employees,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,97.0,181.0,139.0, CA,12
Tapjoy,Senior Data Engineer,posit titl senior data engineerposit descript respons tapjoy seek senior engin data scienc group work close data scientist data platform ad server engin team help production scale support tapjoy optim platform look someon experi work vast amount data scale system support low latenc applic essenti duti respons may includ limit design build scalabl person ad serv algorithm rest servic api data scientist design creat robust servic serv high volum requestsimpl gener test framework support multivari test cover compon chang user segment bucket metadata driven auto experi set etc compet possess strong comput scienc fundament includ knowledg data structur algorithm object orient designy strong sql understand data analysi experi experi interest java interfac rest api self direct self driven result orient high emphasi time deliveri project featuresvalu collabor variou team stakehold highlycommun often well potenti roadblock tradeoff perform complexityrequir comput scienc year softwar engin experi prefer java strong knowledg data structur sql softwar design pattern algorithm index hash tabl join aggreg knowledg low latenc high throughput servicesstrongli prefer someon experi big data platform challeng come larg scale platform prefer someon understand gener machin learn data mine conceptsexperi advertis industri big plustapjoy lead mobil advertis app monet compani platform empow advertis connect million monthli activ user valu exchang advertis drive awar engag metric matter overal growth meanwhil compani scope crowdstar topp mani top gross app publish trust platform monet content grow audienc reward user found headquart san francisco tapjoy global organ dozen offic worldwid tapjoy equal opportun employ believ divers inclus lead stronger innov team better busi result want draw broadest talent pool possibl encourag qualifi applic tapjoy discrimin basi sex race ethnic color age sexual orient gender includ ident express disabl mental physic religion nation origin citizenship marit statu militari veteran statu protect classif protect applic law provid reason accommod qualifi individu disabl pursuant applic fair chanc ordin consid employ qualifi applic arrest convict record inform pleas visit www tapjoy com,3.9,"San Francisco, CA",201 to 500 employees,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",100.0,173.0,136.5, CA,13
DoubleVerify,Sr. Data Analyst,senior data analyst engineeringloc soho manhattan nycabout companydoubleverifi lead independ provid market measur softwar data analyt authent qualiti effect digit media world largest brand media platform dv provid media transpar account deliv highest level impress qualiti maximum advertis perform sinc dv help hundr fortun compani gain media spend deliv best class solut across digit ecosystem help build better industri learn www doubleverifi composit overviewa senior data analyst engin work variou team stakehold product engin analys larg scale data monitor anomali detect variou busi use case help client make smarter decis continu improv ad impress qualiti responsibilitieswork group highli motiv individu passion deliv best class measur solut largest advertis brand analyz data scale abl interpret data identifi trend action insight help build last solut contribut develop dv suit data product support ad hoc data analysi request variou intern team engin product account manag dataop devop work data engin design data model improv data qualiti perform discrep analysi build report autom decis make workflow contribut overal health data pipelin design build maintain visual dashboard keep track critic metric requirementsy year experi data engin data analysi data visualizationy like leav question unansw love explor understand datay passion data transform number critic busi insightsy technic expertis requir role experi data model data access data storag techniquesprofici sql prefer vertica hive sparksql bigqueri prestopython scala spark experi plusexperi splunk elasticsearch visualis kibana plusyou care agil softwar process data driven develop respons experimentationy bs ms comput scienc engin relev fieldyou excel commun skill team playery experi prefer adtech domain,3.2,"New York, NY",201 to 500 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,58.0,108.0,83.0, NY,12
Mitsubishi Electric Research Labs,Research Scientist or Senior Research Scientist - Computer Vision,year innovationth comput vision group merl conduct fundament academ orient cut edg research appli challeng industri problem object action scene understand robot vision autonom drive well surveil monitor system merl set standard excel field year deep learn becam popular merl publish one first paper learn base approach super resolut imag start public landmark viola jone face detect paper merl steadili contribut state art detect classif object action year innov merl proud foster environ give research opportun set path pursu passion cultur merl valu fundament scientif contribut applic real busi allow research becom leader field industri lab level freedom flexibl set path merlsuccess candid identifi new problem solut fundament field broadli use conduct research evalu solut publish result select peer review confer journal research result typic transfer counterpart japan evalu develop collabor project long term trust partnership success candid look likeapplic must ph comput scienc electr engin relat area focus comput vision document track record creativ innov led success research outcom candid least year experi consid senior posit applic expect excel program skill abl commun effect written verbal form look research scientist princip research scientist commit set path area deep learn specif problem interest relat scene understand includ detect classif label predict object action wide rang environ research area comput visioncontact alan sullivanmitsubishi electr research lab inc merl provid equal employ opportun eeo employe applic employ without regard race color religion sex nation origin age disabl genet addit feder law requir merl compli applic state local law govern nondiscrimin employ everi locat compani facil polici appli term condit employ includ recruit hire placement promot termin layoff recal transfer leav absenc compens train merl expressli prohibit form workplac harass base race color religion gender sexual orient gender ident express nation origin age genet inform disabl veteran statu improp interfer abil merl employe perform job duti may result disciplin includ discharg requirementsph comput visionexperi deep machin learn use one well known api pytorch tensorflow caff etc public record demonstr research lead edg top journal confer,4.6,"Cambridge, MA",51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",81.0,161.0,121.0, MA,29
Fareportal,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,unabl sponsor role futur fareport current seek associ machin learn engin data scientist may undergrad data scienc team fareport creat technolog drive innov travel industri one world fastest grow sector employe core organ togeth revolution way peopl book travel portfolio brand includ cheapoair onetravel receiv million visitor annual drive billion annual revenu addit competit pay benefit gener time frequent compani wide social event fareport provid employe environ nurtur divers creativ success open agil workspac give employe time space collabor brainstorm research develop fareport challeng reward motiv work effect day day associ machin learn engin handl hundr million event per day respons creat support machin learn model drive busi machin learn engin heart fareport work part softwar engin part machin learn data scientist focu creat support larg scale model deploy power recommend price system ideal candid particip design implement entir model pipelin project ideat figur data captur store come featur creat final model passion make data driven decis opportun shape team direct creat larg impact team love python scala afraid function program strongli encourag devop approach respons support data model effort ensur captur data need improv modelincr featur featur storebuild machin learn modelsus varieti techniqu includ predict model recommend engin revenuemanag convers rate optim site user experi optim ideal candid arey smart love build system well test well flexibley like around smart peopl challeng daili basi love ramp new technolog build awesom thing us passion work larg unstructur structur data set develop new approach relev problemsrequirementsbachelor comput scienc softwar engin data scienc relat disciplin open except may undergraduatesgood knowledg one python scalasolid understand object orient function program conceptsfamiliar version control conceptsgood knowledg machin learninggood knowledg pysparkgood knowledg softwar engin best practic,3.8,"New York, NY",1001 to 5000 employees,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",53.0,96.0,74.5, NY,18
Rodan and Fields,Data Analyst Chemist - Quality System Contractor,opportun contract role decemb data analyst chemist respons acquir data multipl sourc track trend analyz product stabil shelf life support qualiti system gmp document use veeva softwar respons gener laboratori skill background knowledgeassist interpret applic specifi qa gmp complianc regul cfr part acquir data primari secondari data sourc maintain databasesinterpret data analyz result use statist techniqu provid ongo report abil learn new techniqu perform multipl task simultan keep accur record follow instruct compli compani polici upload relev gmp report qualiti system softwar veeva assist deviat chang control gmp document upload review approv process proper workflow gmp system write annual product review complianc document support qualiti system perform wide varieti activ ensur complianc applic qualiti object regulatori requir strong understand gmp regul highli collabor team player excel organiz skill abil navig success fast pace highli matrix work environ chang prioriti qualif success candid colleg degre scienc comput industri experi year experi requir experi use microsoft offic program word excelexperi use jmp minitab plusknowledg gmp qualiti system veeva strong comput scientif organiz skillsexcel commun oral written attent detailstrong analyt skillswith abil collect organ analyz dissemin signific amount inform attent detail accuraci companyrodan field found stanford train dermatologist dr kati rodan dr kathi field passion give peopl best skin live confid come today rodan field skincar brand north america skincar brand us compani grown innov line product expand canada australia headquart san francisco ca employ approxim peopl enrol independ consult two million prefer custom rodan field challeng make impact inspir reward contribut transform skincar welcom big idea fuel ambiti growth plan look life chang career opportun got prescript becom part posit passion movement celebr great encourag employe catalyst chang provid creativ vibrant workplac outfit technolog tool train need learn grow thrive creat life chang impact commun non profit prescript chang heart rodan field fund empower program student teach use skill make life chang differ live live other join us share talent develop innov solut skin empow entrepreneur addit work arm arm industri leader employe rodan field enjoy rich benefit plan perk sourc euromonitor intern limit beauti person care edit retail valu rsp term channel skin care includ set kit north america defin canada unit state sourc euromonitor intern limit beauti person care edit retail valu rsp term channel skincar includ set kit engag googl hangout social media platform schedul interview commun candid pleas disregard messag notif googl hangout social media messeng platform regard interview job offer,2.2,"San Francisco, CA",501 to 1000 employees,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,61.0,110.0,85.5, CA,18
Reynolds American,Senior Scientist - Biostatistician,british american tobaccoreynold american incorpor posit transform tobacco industri famili compani strive success everyth futur inspir us peopl ignit breakthrough redefin way adult tobacco consum enjoy tobacco st centuri compani talk growth talk size reynold american focu growth peopl take pride growth well throughout career invest career total well know compani succeed peopl thrive organ reynold american inc indirect wholli own subsidiari british american tobacco parent compani reynold tobacco compani santa fe natur tobacco compani inc american snuff compani llc niconovum usa inc niconovum ab reynold vapor compani lorillard licens compani llc reynold brand inc posit rai servic compani opportun work icon brand revolutionari product collabor visionari principl passion peopl everi day ra current seek qualifi senior scientist biostatistician support clinic studi biomark research product process develop regulatori project success candid expect work collabor variou intern extern group client provid broad statist support manag multipl project ensur timelin met posit also offer opportun acquir new skill engag regulatori agenc fda ctp publish research find mentor young scientist profession growth princip duti respons collabor client design experi develop review studi protocol statist analysi plan data collect tool determin appropri sampl size select appropri statist approach conduct statist analys meet client regulatori requir develop review tabl list figur tlf studi report commun analysi result via written report oral present meet key stakehold particip abstract poster journal articl write work cooper statistician regulatori submiss specialist address regulatori project relat statist issu job requir educ experi master degre year relev experi phd degre statist biostatist epidemiolog close relat disciplin requir skill profici statist softwar sa etc data analysi sa prefer effect oral written commun skill includ technic write skill abil success manag multipl task project simultan focu time accur complet prioriti prefer skill experi analysi clinic chemic biolog toxicolog data familiar statist method appli clinic trial design knowledg cdisc standard cdash sdtm adam etc abil drive collabor effort cross function extern excel attent accuraci detail abil appli critic think problem solv skill demonstr abil work independ compens target bonuscompetit annual salarytarget annual bonusreloc assist avail qualifi benefit summaryour compani offer competit benefit plan includ plan offer opportun save pre post tax basi percent elig compens compani match percent employe pre tax roth contribut six percentcomprehens health welfar benefit packageeleven paid compani holiday annual plu gener paid vacat plan base length servicecompani paid sick person day funer leav juri duti leaveconfidenti person financi counsel serviceon site health clinic fit centersa match grant program enabl employe direct doubl donat qualifi charit organ choicehealth care advocaci servicevolunt servic opportunitiesfeder credit union membership allegaci feder credit unionextens train opportunitiesreynold american inc affili compani equal opportun affirm action employ qualifi applic receiv consider employ without regard race color religion sex sexual orient gender ident nation origin protect veteran statu disabl statu organ offer level challeng respons creativ motiv employe stand apart crowd also commit employ divers workforc valu differ perspect experi talent maxim compani potenti success achiev busi object applic requir reason accommod part applic hire process contact us directli via email talentacquisit rjrt com california privaci noticenearest major market salemnearest secondari market winstonjob segment chemistri toxicolog scientif scientist law scienc engin legal,3.1,"Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65.0,96.0,80.5, NC,145
Mitsubishi Electric Research Labs,Research Scientist / Principal Research Scientist - Multiphysical Systems,mitsubishi electr research laboratori merl http www merl com locat cambridg massachusett usa invit qualifi candid appli posit research scientist princip research scientist multiphys system group success candid expect perform origin relev research area includ model base nonlinear control estim data driven optim multiphys system multiphys system group merl conduct fundament academ orient research model base design analysi complex multiphys system emphas thermofluid electr power mechatron applic use state art equat orient languag modelica construct system level dynam model use design new control estim algorithm analyz complex dynam behavior optim product perform prototyp new product servic enabl simul current research interest includ nonlinear control model predict control data driven optim estim larg scale system model next gener tool scientif comput mitsubishi electr broad commerci footprint provid ampl opportun pursu fundament research motiv import industri applic respons posit includ conduct innov relev research model design analysi multiphys system publish result lead technic journal confer patent applic partner busi unit corpor academ group execut project transfer result technolog mitsubishi electr corpor research laboratori anddraft project propos lead research project success candid bring independ research agenda track record commensur experi will abl form work within interdisciplinari team leadership posit opportun shape drive corpor agenda well intent impact academ research field mitsubishi electr busi addit respons may includ strateg plan mentor supervis technic staff intern establish academ partnership depend senior requirementsa ph intern recogn institut electr engin mechan engin equival appli mathemat experi construct use system level dynam model multiphys system interest knowledg control theori experi model base control system design strong softwar engin skill strong public record lead confer journal consist experi record independ propos execut research program academ impact andstrong teamwork commun listen strateg leadership teach skill interest parti must submit cover letter one page statement research interest,4.6,"Cambridge, MA",51 to 200 employees,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",115.0,220.0,167.5, MA,29
Software Engineering Institute,"Research Scientist, Machine Learning Department",passion help govern nonprofit effect current senior research scientist posit someon phd ai ml data scienc relat area industri experi work real world problem passion social impact lead educ train program appli research project govern agenc nonprofit educ public health crimin justic environ econom develop intern develop research area interpret bia fair machin learn method focus problem social scienc public polici strong emphasi releas work open sourc code share curriculum public build new team carnegi mellon univers across school comput scienc heinz colleg inform system public polici focus use ai machin learn data scienc posit impact societi interdisciplinari group work intersect research practic educ improv societi public polici qualif phd equival degre comput scienc statist quantit social scienc prefer year industri govern research experi requir work real world problem strong python experi experienc use databas expertis data analysi machin learn use python especi use modul statsmodel scikit learn panda sqlalchemi passion make social impact work govern nonprofit requir background checkmor inform pleas visit http www cmu edu job cmu learn becom part institut inspir innov chang world list employe benefit avail http www cmu edu job benefit glanc carnegi mellon univers equal opportun employ disabl veteran,2.6,"Pittsburgh, PA",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,71.0,144.0,107.5, PA,36
DESC,Foundational Community Supports Data Analyst,job titl foundat commun support data analystday saturday sundaypay rang annuallyshift offic day pm locat admin officeregion pioneer squar downtowninsur benefit medic dental life long term disabilityoth benefit employe assist program eap flexibl spend account fsa orca card subsidi paid time day per year retir planjob definit foundat commun support fc data analyst member multi disciplinari team support desc mission use data queri creat report provid administr servic program leverag waiver consider attent skill need area data analyt present problem solv fc data analyst work close senior manag polici program analyt ensur program leverag medicaid waiver dollar compli applic law regul contract requir major duti respons use data sourc perform valid qualiti control check track perform complianc identifi area provid data manag analysi creat queri use custom report databas assist collect data analysi request waiver program research audit investig proper payment claim assist variou qualiti assur activ includ limit fidel audit submit bill amerigroup avail portal collabor hous qualiti inform manag depart desc partner scope design valid recur ad hoc report document project detail maintain report specif clearli describ report work work end user ensur usag usabl serv subject matter expert depart manag document standard compli regulatori requir serv liaison amerigroup desc administr matter compli agenc polici procedur relev washington administr code rcw hipaa privaci rule attend particip relev team meet agenc sponsor train staff meet duti assign minimum qualif bachelor associ degre year highli relev paid work experi formal train data analyt financi account demonstr abil success perform job strong comput skill includ use word processor analyz excel spreadsheet write sql queri strong oral written commun skill abil work effect staff variou background disciplin abil organ coordin work effici priorit workload work pressur tight timelin chang prioriti abil work independ minimum supervis act initi within agenc procedur guidelin initi creativ problem solv system develop willing flexibl work cooper co worker accomplish respons team subscrib philosophi cooper continu across program consider respect client experi work homeless mental ill substanc abus desir appropri safeguard handl confidenti proprietari inform equal opportun employerdesc commit divers workplac promot equal employ opportun staff member applic agenc discrimin employe applic employ basi race creed color sex sexual orient age nation origin marit statu presenc sensori mental physic disabl employ practic unless base bona fide occup qualif women minor encourag appli,3.4,"Seattle, WA",501 to 1000 employees,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,32.0,57.0,44.5, WA,41
Johns Hopkins Health Care,"Senior Health Data Analyst, Star Ratings",star rate senior health data analyst respons creation develop commun star rate target perform ongo report provid special analyt data driven insight myriad busi unit organ collabor manner provid data driven guidanc support organ goal provid execut leadership domain owner extern provid action intellig relat perform star rate measur posit respons provid insight recommend use statist quantit analysi coupl explanatori predict model drive focus decis make educ master degre comput scienc statist inform technolog econom health econom epidemiolog close relat analyt field requir bachelor degre equival work experi may substitut knowledg requir knowledg research method manag care inform system data extract manipul databas predict model skill requir strong commun interperson skill abl interact level within organ must abl work member problem solv team strong analyt comput skill signific experi data manipul packag techniqu abil commun present result analys varieti intern extern audienc written verbal advanc sql queri skill abil interpret complex data multipl data sourc develop find recommend ms offic suit experi sql spss statist packag experi requir abil willing master new softwar statist languag demonstr attent detail accuraci must abl work member problem solv team demonstr familiar statist methodolog autom techniqu analyt task requir licensur certif etc none work experi requir year experi proven skill analyz interpret data demonstr experi execut data base project initi complet prior project manag experi prefer year experi medicar medicaid similar healthcar clinic claim data strongli prefer machin tool equip must abl oper gener offic commun equip includ comput,3.3,"Baltimore, MD",1001 to 5000 employees,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",79.0,136.0,107.5, MD,131
